id,Associated Disease
5536,gastric ulcer
5537,Gastric Varix
5538,gastrin-producing neuroendocrine tumor
5539,Gastrinoma
5540,gastritis
5541,"Gastritis, Atrophic"
5542,Gastro-esophageal reflux disease with esophagitis
5543,gastroenteritis
5544,"gastroenteritis, transmissible, of swine"
5545,gastroesophageal cancer
5546,gastroesophageal reflux disease
5547,Gastrointestinal Diseases
5548,Gastrointestinal Hemorrhage
5549,gastrointestinal mucositis
5550,Gastrointestinal Neoplasms
5551,Gastrointestinal Radiography Adjunct
5552,gastrointestinal stromal tumor
5553,gastroparesis
5554,Gaucher disease
5555,Gaucher disease perinatal lethal
5556,Gaucher disease type I
5557,Gaucher disease type II
5558,Gaucher disease type III
5559,Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome
5560,"Gaucher Disease, Norrbottnian Type"
5561,"Gaucher Disease, Type 1"
5562,"Gaucher Disease, Type 2 (disorder)"
5563,"Gaucher Disease, Type 3 (disorder)"
5564,"Gaucher Disease, Type IIIa"
5565,"Gaucher Disease, Type IIIb"
5566,"gaze palsy, familial horizontal, with progressive scoliosis 1"
5567,"gaze palsy, familial horizontal, with progressive scoliosis, 2"
5568,Gegenhalten
5569,Gelastic Epilepsy
5570,gelatinous drop-like corneal dystrophy
5571,geleophysic dysplasia
5572,geleophysic dysplasia 1
5573,Geleophysic dysplasia 2
5574,geleophysic dysplasia 3
5575,gemistocytic astrocytoma
5576,GEMSS syndrome
5577,gender identity disorder
5578,General anesthesia
5579,Generalized Absence Seizures
5580,generalized anxiety disorder
5581,"generalized basal epidermolysis bullosa simplex with skin atrophy, scarring and hair loss"
5582,Generalized convulsive epilepsy
5583,generalized dominant dystrophic epidermolysis bullosa
5584,generalized dystonia
5585,"generalized epidermolysis bullosa simplex, non-Dowling-Meara type"
5586,generalized epilepsy with febrile seizures plus
5587,"Generalized Epilepsy With Febrile Seizures Plus, 7"
5588,"generalized epilepsy with febrile seizures plus, type 1"
5589,"generalized epilepsy with febrile seizures plus, type 2"
5590,"GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 5, SUSCEPTIBILITY TO"
5591,"generalized epilepsy with febrile seizures plus, type 6"
5592,"generalized epilepsy with febrile seizures plus, type 7"
5593,"generalized epilepsy with febrile seizures plus, type 9"
5594,generalized epilepsy-paroxysmal dyskinesia syndrome
5595,Generalized glycogen storage disease of infants
5596,Generalized Headache
5597,generalized junctional epidermolysis bullosa non-Herlitz type
5598,generalized juvenile polyposis/juvenile polyposis coli
5599,Generalized Myotonia of Thomsen
5600,Generalized Nonconvulsive Seizure Disorder
5601,Generalized pustular psoriasis
5602,generalized resistance to thyroid hormone
5603,Generalized seizures
5604,Generalized Spasms
5605,"Genetic Diseases, Inborn"
5606,genetic endocrine growth disease
5607,genetic intestinal polyposis
5608,genetic recurrent myoglobinuria
5609,"Genital Diseases, Male"
5610,Genital Infantilism
5611,genitopatellar syndrome
5612,Genitourinary Cancer
5613,Genitourinary Neoplasms
5614,Genomic Instability
5615,germ cell and embryonal cancer
5616,Germ Cell Cancer
5617,germ cell tumor
5618,"Germline BRCA-mutated, HER2-negative metastatic breast cancer"
5619,geroderma osteodysplastica
5620,Gerstmann-Straussler-Scheinker syndrome
5621,gestational diabetes
5622,gestational trophoblastic disease
5623,gestational trophoblastic neoplasm
5624,ghosal hematodiaphyseal dysplasia
5625,Ghosal hematodiaphyseal syndrome
5626,Gianotti-Crosti Syndrome
5627,giant axonal neuropathy
5628,giant axonal neuropathy 1
5629,giant axonal neuropathy 2
5630,"GIANT AXONAL NEUROPATHY 2, AUTOSOMAL DOMINANT"
5631,"Giant Axonal Neuropathy, Autosomal Dominant"
5632,Giant Cell Arteritis
5633,Giant Cell Fibroblastoma
5634,giant cell glioblastoma
5635,giant congenital nevus
5636,Giant Intracranial Aneurysm
5637,giardiasis
5638,Gilbert Disease (disorder)
5639,Gilbert syndrome
5640,Gilles de la Tourette syndrome
5641,Gillessen-Kaesbach-Nishimura syndrome
5642,Gingival Disorders
5643,gingival fibromatosis-hypertrichosis syndrome
5644,Gingival Hyperplasia
5645,gingival hypertrophy
5646,gingivitis
5647,Gitelman syndrome
5648,Glandular Neoplasms
5649,Glanzmann thrombasthenia
5650,Glanzmann thrombasthenia 1
5651,"Glanzmann Thrombasthenia, Type A"
5652,glaucoma
5653,"glaucoma 1, open angle, A"
5654,"GLAUCOMA 1, OPEN ANGLE, E"
5655,"glaucoma 1, open angle, F"
5656,"GLAUCOMA 1, OPEN ANGLE, F (disorder)"
5657,"glaucoma 1, open angle, G"
5658,"glaucoma 1, open angle, O"
5659,"glaucoma 1, open angle, P"
5660,"Glaucoma 3, Primary Congenital, A"
5661,"glaucoma 3, primary congenital, D"
5662,"glaucoma 3, primary congenital, E"
5663,"glaucoma 3, primary infantile, B"
5664,glaucoma 3A
5665,"Glaucoma Iridogoniodysplasia, Familial"
5666,glaucoma-ectopia-microspherophakia-stiff joints-short stature syndrome
5667,"glaucoma, normal tension, susceptibility to"
5668,"GLAUCOMA, NORMAL TENSION, SUSCEPTIBILITY TO (finding)"
5669,"Glaucoma, Primary Open Angle"
5670,"GLAUCOMA, PRIMARY OPEN ANGLE, ADULT-ONSET (disorder)"
5671,"GLAUCOMA, PRIMARY OPEN ANGLE, JUVENILE-ONSET"
5672,glioblastoma
5673,glioma
5674,"Glioma of Brain, Familial"
5675,glioma susceptibility 1
5676,glioma susceptibility 2
5677,glioma susceptibility 3
5678,glioma susceptibility 9
5679,gliosarcoma
5680,Gliosis
5681,Global Amnesia
5682,"global developmental delay, absent or hypoplastic corpus callosum, and dysmorphic facies"
5683,Globozoospermia
5684,glomangioma
5685,glomerulocystic kidney disease with hyperuricemia and isosthenuria
5686,glomerulonephritis
5687,Glomerulonephritis sparse hair telangiectases
5688,"Glomerulonephritis, Minimal Change"
5689,Glomerulopathy with fibronectin deposits
5690,glomerulopathy with fibronectin deposits 1
5691,glomerulopathy with fibronectin deposits 2
5692,GLOMERULOPATHY WITH FIBRONECTIN DEPOSITS 2 (disorder)
5693,"Glomus Tumors, Familial, 1"
5694,glomuvenous malformation
5695,glossopharyngeal neuralgia
5696,glucagonoma
5697,glucocorticoid deficiency 1
5698,glucocorticoid deficiency 2
5699,glucocorticoid deficiency 4
5700,glucocorticoid deficiency 5
5701,Glucocorticoid deficiency with achalasia
5702,Glucocorticoid Induced Osteoporosis
5703,glucocorticoid resistance
5704,glucocorticoid-remediable aldosteronism
5705,glucose intolerance
5706,Glucose-6-phosphate transport defect
5707,glucose-galactose malabsorption
5708,"GLUT1 DEFICIENCY SYNDROME 1, AUTOSOMAL RECESSIVE"
5709,glutamate pyruvate transaminase 2 deficiency
5710,GLUTARIC ACIDEMIA IIA
5711,GLUTARIC ACIDEMIA IIB
5712,GLUTARIC ACIDEMIA IIC
5713,glutaric acidemia type 3
5714,Glutaric Aciduria IIA
5715,Glutaric Aciduria IIB
5716,Glutaric Aciduria IIC
5717,glutaryl-CoA dehydrogenase deficiency
5718,"Glutathione Peroxidase Deficiency, Hemolytic Anemia possibly due to"
5719,Glutathione synthetase deficiency
5720,glutathione synthetase deficiency with 5-oxoprolinuria
5721,glutathione synthetase deficiency without 5-oxoprolinuria
5722,gluthathione peroxidase deficiency
5723,glycine encephalopathy
5724,glycine N-methyltransferase deficiency
5725,glycogen storage disease
5726,"glycogen storage disease due to acid maltase deficiency, infantile onset"
5727,"glycogen storage disease due to acid maltase deficiency, late-onset"
5728,glycogen storage disease due to aldolase A deficiency
5729,glycogen storage disease due to glucose-6-phosphatase deficiency type IA
5730,glycogen storage disease due to GLUT2 deficiency
5731,glycogen storage disease due to glycogen branching enzyme deficiency
5732,"glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form"
5733,"glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form"
5734,"glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form"
5735,glycogen storage disease due to hepatic glycogen synthase deficiency
5736,glycogen storage disease due to lactate dehydrogenase H-subunit deficiency
5737,glycogen storage disease due to lactate dehydrogenase M-subunit deficiency
5738,glycogen storage disease due to muscle and heart glycogen synthase deficiency
5739,glycogen storage disease due to muscle beta-enolase deficiency
5740,glycogen storage disease due to phosphoglycerate kinase 1 deficiency
5741,glycogen storage disease due to phosphoglycerate mutase deficiency
5742,glycogen storage disease I
5743,glycogen storage disease Ib
5744,Glycogen Storage Disease IC
5745,glycogen storage disease II
5746,glycogen storage disease III
5747,Glycogen Storage Disease IIIA
5748,Glycogen Storage Disease IIIB
5749,Glycogen Storage Disease IIID
5750,glycogen storage disease IXa
5751,GLYCOGEN STORAGE DISEASE IXa1
5752,glycogen storage disease IXb
5753,glycogen storage disease IXc
5754,glycogen storage disease IXd
5755,Glycogen Storage Disease Type I
5756,Glycogen storage disease type Id
5757,"Glycogen Storage Disease Type II, Infantile"
5758,"Glycogen Storage Disease Type II, Juvenile"
5759,Glycogen storage disease type X
5760,glycogen storage disease V
5761,glycogen storage disease VI
5762,glycogen storage disease VII
5763,glycogen storage disease XV
5764,"Glycogen Storage Disease, Type IXA2"
5765,"Glycogen Storage Disease, Type IXD"
5766,Glycoprotein IA Deficiency
5767,glycosylphosphatidylinositol biosynthesis defect 15
5768,glycosylphosphatidylinositol biosynthesis defect 16
5769,glycosylphosphatidylinositol biosynthesis defect 17
5770,GM1 gangliosidosis
5771,GM1 gangliosidosis type 1
5772,GM1 gangliosidosis type 2
5773,GM1 gangliosidosis type 3
5774,GM2 gangliosidosis
5775,"Gm2-Gangliosidosis, Adult Chronic Type"
5776,"Gm2-Gangliosidosis, Variant B1"
5777,GM3 synthase deficiency
5778,GNAS hyperfunction
5779,gnathodiaphyseal dysplasia
5780,gnb5-related intellectual disability-cardiac arrhythmia syndrome
5781,GNE myopathy
5782,goiter
5783,"goiter, multinodular 1, with or without Sertoli-Leydig cell tumors"
5784,Goldberg-Shprintzen megacolon syndrome
5785,Goldmann-Favre syndrome (disorder)
5786,gonadal agenesis
5787,gonadal dysgenesis
5788,Gonadal dysgenesis XX type deafness
5789,"Gonadal Dysgenesis, 45,X"
5790,Gonadotropin-Resistant Ovary Syndrome
5791,Gonococcal endocarditis
5792,Gonococcal infection of joint
5793,Gonococcal meningitis
5794,gonorrhea
5795,Gonorrhea of pharynx
5796,Gonorrhea of rectum
5797,Gordon syndrome
5798,Gorlin Chaudhry Moss syndrome
5799,gout
5800,Gout Prevention
5801,GOUT SUSCEPTIBILITY 2
5802,gracile syndrome
5803,Grade I Astrocytoma
5804,"Graft Occlusion, Vascular"
5805,graft versus host disease
5806,Graham Little Piccardi Lassueur syndrome
5807,Graham Little-Piccardi-Lassueur syndrome
5808,Gram-Negative Aerobic Bacillary Pneumonia
5809,gram-negative bacterial infections
5810,gram-positive bacterial infections
5811,Grand Mal Status Epilepticus
5812,grange syndrome
5813,granular cell carcinoma
5814,granular corneal dystrophy type I
5815,granular corneal dystrophy type II
5816,granuloma annulare
5817,"Granuloma, Foreign-Body"
5818,"Granuloma, Plasma Cell"
5819,"Granuloma, Respiratory Tract"
5820,granulomatosis with polyangiitis
5821,"granulomatous disease, chronic, autosomal recessive, cytochrome b-negative"
5822,"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 1"
5823,"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 2"
5824,"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 3"
5825,"granulomatous disease, chronic, X-linked"
5826,granulomatous slack skin disease
5827,Granulosa Cell Cancer
5828,granulosa cell tumor
5829,Graves disease
5830,Graves Ophthalmopathy
5831,gray platelet syndrome
5832,Greasy skin
5833,Greenberg dysplasia
5834,Greig cephalopolysyndactyly syndrome
5835,Greither Disease
5836,Griscelli syndrome
5837,Griscelli syndrome type 1
5838,Griscelli syndrome type 2
5839,Griscelli syndrome type 3
5840,Grn-related frontotemporal lobar degeneration with Tdp43 inclusions
5841,Groenouw's Dystrophies
5842,Gronblad-Strandberg Syndrome
5843,growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome
5844,Growth Deficiency and Mental Retardation with Facial Dysmorphism
5845,growth delay due to insulin-like growth factor I resistance
5846,growth delay due to insulin-like growth factor type 1 deficiency
5847,Growth Disorders
5848,Growth failure due to inadequate secretion of endogenous growth hormone (GH)
5849,Growth hormone deficiency
5850,Growth Hormone Deficiency With Pituitary Anomalies
5851,growth hormone insensitivity syndrome
5852,"growth hormone insensitivity with immune dysregulation 1, autosomal recessive"
5853,Growth hormone releasing hormone test
5854,growth hormone secreting pituitary adenoma 1
5855,growth hormone-producing pituitary gland adenoma
5856,Growth Hormone-Secreting Pituitary Adenoma
5857,Growth retardation
5858,"Growth retardation, Alopecia, Pseudoanodontia and Optic atrophy"
5859,"Growth Retardation, Developmental Delay, Coarse Facies, And Early Death"
5860,"growth retardation, intellectual developmental disorder, hypotonia, and hepatopathy"
5861,"GROWTH RETARDATION, PRENATAL, WITH PROGRESSIVE PANCYTOPENIA AND CEREBELLAR HYPOPLASIA"
5862,"GSD IV, Classic Hepatic"
5863,"GSD IV, Neuromuscular Form, Adult, with Isolated Myopathy"
5864,"GSD IV, Nonprogressive Hepatic"
5865,GTP cyclohydrolase I deficiency with hyperphenylalaninemia
5866,guanidinoacetate methyltransferase deficiency
5867,Guillain-Barre syndrome
5868,"Guillain-Barre syndrome, familial"
5869,Gustatory seizure
5870,Guttmacher syndrome
5871,gynecomastia
5872,H syndrome
5873,H. Influenzae Meningitis
5874,H/O: depression
5875,habitual spontaneous abortion
5876,Haddad syndrome
5877,Haemophilus influenzae pneumonia
5878,Haemophilus Influenzae Type B Infections
5879,Haemophilus Osteomyelitis
5880,Haemophilus Parainfluenzae Pneumonia
5881,Haemophilus Septic Arthritis
5882,Haemophilus Septicemia
5883,Hailey-Hailey disease
5884,Haim-Monk Syndrome
5885,Haim-Munk syndrome
5886,hairy cell leukemia
5887,hairy cell leukemia variant
5888,Halitosis
5889,Hallermann-Streiff syndrome
5890,Hallopeau-Siemens Disease
5891,Hallucination of Body Sensation
5892,Hallucinations
5893,"Hallucinations, Auditory"
5894,"Hallucinations, Dissociative"
5895,"Hallucinations, Elementary"
5896,"Hallucinations, Formed, of People"
5897,"Hallucinations, Gustatory"
5898,"Hallucinations, Hypnagogic"
5899,"Hallucinations, Hypnapompic"
5900,"Hallucinations, Internal Body Sensation"
5901,"Hallucinations, Kinesthetic"
5902,"Hallucinations, Mood Congruent"
5903,"Hallucinations, Mood Incongruent"
5904,"Hallucinations, Olfactory"
5905,"Hallucinations, Organic"
5906,"Hallucinations, Reflex"
5907,"Hallucinations, Sensory"
5908,"Hallucinations, Somatic"
5909,"Hallucinations, Tactile"
5910,"Hallucinations, Visual"
5911,"Hallucinations, Visual, Formed"
5912,"Hallucinations, Visual, Unformed"
5913,hamartoma
5914,hamel cerebro-palato-cardiac syndrome
5915,Hamman-Rich syndrome
5916,"Hand Deformities, Congenital"
5917,hand-foot-genital syndrome
5918,Hangover from alcohol
5919,"HANGOVER, SUSCEPTIBILITY TO (finding)"
5920,"Hantavirus hemorrhagic fever with renal syndrome, Puumala virus type"
5921,Hao-Fountain syndrome
5922,harderoporphyria
5923,Harel-Yoon syndrome
5924,Harlequin type ichthyosis
5925,Hartnup disease
5926,Hartsfield-Bixler-Demyer syndrome
5927,Hashimoto thyroiditis
5928,Hashimoto-Pritzker syndrome
5929,Hashish Abuse
5930,hawkinsinuria
5931,Hay fever
5932,Hay-Wells syndrome
5933,Hb Bart's hydrops fetalis
5934,"Hdl Deficiency, Type 2"
5935,head and neck cancer
5936,head and neck carcinoma
5937,head and neck neoplasm
5938,head and neck squamous cell carcinoma
5939,Head Banging
5940,"Head Injuries, Multiple"
5941,"Head Injury, Minor"
5942,"Head Injury, Open"
5943,"Head Injury, Superficial"
5944,Head Neoplasms
5945,Headache
5946,Headache disorder
5947,hearing disorder
5948,hearing loss disorder
5949,"hearing loss, cisplatin-induced, susceptibility to"
5950,"Hearing Loss, Conductive"
5951,"Hearing Loss, Extreme"
5952,"Hearing Loss, Sudden"
5953,heart and brain malformation syndrome
5954,Heart Block
5955,"Heart Block, Nonprogressive"
5956,Heart Decompensation
5957,heart defect - tongue hamartoma - polysyndactyly syndrome
5958,"HEART DEFECTS, CONGENITAL, AND OTHER CONGENITAL ANOMALIES"
5959,heart disease
5960,heart failure
5961,"Heart Failure, Right-Sided"
5962,Heart Injuries
5963,"Heart Rupture, Post-Infarction"
5964,"Heart Rupture, Traumatic"
5965,heart septal defect
5966,heart valve disease
5967,"heart-hand syndrome, Slovenian type"
5968,"heart, malformation of"
5969,Heartburn
5970,Heartburn Prevention
5971,Heat Cramps
5972,Heat Stress Disorders
5973,Heat Stroke
5974,heavy chain disease
5975,heavy drinking
5976,heavy metal poisoning
5977,Heimler syndrome 1
5978,Heimler syndrome 2
5979,Heinz body anemia
5980,Helicobacter Infections
5981,"Helicobacter pylori infection, susceptibility to"
5982,Helicobacter pylori infectious disease
5983,helicoid peripapillary chorioretinal degeneration
5984,HELIX syndrome
5985,HELLP syndrome
5986,helminthiasis
5987,Hemangioblastic Meningioma
5988,hemangioblastoma
5989,hemangioma
5990,"Hemangioma, Cavernous, Central Nervous System"
5991,Hemangiopericytic Meningioma
5992,hemangiopericytoma
5993,Hematochezia
5994,hematologic disease
5995,Hematoma
5996,"Hematoma, Epidural, Spinal"
5997,"Hematoma, Subdural"
5998,"Hematoma, Subdural, Acute"
5999,Hematopoetic Myelodysplasia
6000,hematopoietic and lymphoid system neoplasm
6001,Hematuria
6002,"hematuria, benign familial"
6003,heme oxygenase 1 deficiency
6004,Hemeralopia
6005,Hemiballismus
6006,Hemicephaly
6007,Hemicrania
6008,Hemicrania migraine
6009,Hemifacial Paralysis
6010,hemimegalencephaly
6011,Hemiparesis
6012,hemiplegia
6013,"Hemiplegia, Crossed"
6014,"Hemiplegia, Flaccid"
6015,"Hemiplegia, Infantile"
6016,"Hemiplegia, Post-Ictal"
6017,"Hemiplegia, Spastic"
6018,"Hemiplegia, Transient"
6019,Hemiplegic migraine
6020,"Hemiplegic migraine, familial type 1"
6021,"Hemiplegic migraine, familial type 2"
6022,Hemochromatosis
6023,hemochromatosis type 1
6024,hemochromatosis type 2
6025,hemochromatosis type 2A
6026,hemochromatosis type 2B
6027,hemochromatosis type 3
6028,hemochromatosis type 4
6029,hemochromatosis type 5
6030,"HEMOCHROMATOSIS, TYPE 1"
6031,"HEMOCHROMATOSIS, TYPE 2A"
6032,Hemodynamically unstable ventricular tachycardia
6033,hemoglobin C disease
6034,hemoglobin C-beta-thalassemia syndrome
6035,hemoglobin D disease
6036,hemoglobin E disease
6037,hemoglobin E-beta-thalassemia syndrome
6038,hemoglobin H disease
6039,hemoglobin M disease
6040,Hemoglobin SS disease with crisis
6041,Hemolysis
6042,Hemolysis (disorder)
6043,hemolytic anemia
6044,hemolytic anemia due to adenylate kinase deficiency
6045,hemolytic anemia due to diphosphoglycerate mutase deficiency
6046,hemolytic anemia due to glucophosphate isomerase deficiency
6047,hemolytic anemia due to pyrimidine 5' nucleotidase deficiency
6048,"HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO HEXOKINASE DEFICIENCY"
6049,"hemolytic uremic syndrome, atypical, susceptibility to, 1"
6050,"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2"
6051,"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 3"
6052,"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 4"
6053,"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5"
6054,"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 6"
6055,"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 7"
6056,"HEMOLYTIC UREMIC SYNDROME, TYPICAL"
6057,hemolytic-uremic syndrome
6058,hemopericardium
6059,"HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 2"
6060,"HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 3"
6061,"Hemophagocytic lymphohistiocytosis, familial, 4"
6062,hemophagocytic syndrome
6063,hemophilia
6064,hemophilia A
6065,hemophilia B
6066,Hemorrhage
6067,"HEMORRHAGE, INTRACEREBRAL, SUSCEPTIBILITY TO"
6068,hemorrhagic disease
6069,Hemorrhagic Disorders
6070,Hemorrhagic hereditary nephritis
6071,Hemorrhaging in Hemophilia
6072,hemorrhoid
6073,Hennekam lymphangiectasia-lymphedema syndrome 1
6074,Hennekam lymphangiectasia-lymphedema syndrome 2
6075,Hennekam syndrome
6076,Henoch-Schoenlein purpura
6077,heparin cofactor 2 deficiency
6078,"hepatic adenomas, familial"
6079,hepatic coma
6080,Hepatic ductular hypoplasia
6081,hepatic encephalopathy
6082,Hepatic Form of Wilson Disease
6083,Hepatic Insufficiency
6084,Hepatic methionine adenosyltransferase deficiency
6085,hepatic porphyria
6086,Hepatic Stupor
6087,hepatic vein thrombosis
6088,hepatic veno-occlusive disease
6089,hepatic veno-occlusive disease-immunodeficiency syndrome
6090,Hepatic venoocclusive disease with immunodeficiency
6091,hepatitis
6092,hepatitis A virus infection
6093,hepatitis B virus infection
6094,hepatitis C virus infection
6095,"Hepatitis C, Chronic"
6096,hepatitis E virus infection
6097,"Hepatitis, Alcoholic"
6098,"Hepatitis, Animal"
6099,"Hepatitis, Chronic"
6100,"Hepatitis, Drug-Induced"
6101,"hepatitis, non-human animal"
6102,"Hepatitis, Toxic"
6103,hepatobiliary neoplasm
6104,hepatoblastoma
6105,Hepatoblastoma Caused By Somatic Mutation
6106,hepatocellular adenoma
6107,hepatocellular carcinoma
6108,hepatoencephalopathy due to combined oxidative phosphorylation defect type 1
6109,hepatoerythropoietic porphyria
6110,"Hepatoma, Morris"
6111,"Hepatoma, Novikoff"
6112,Hepatomegaly
6113,hepatorenal syndrome
6114,HER2-positive carcinoma of breast
6115,HER2-positive salivary gland tumors
6116,Hereditary acrokeratotic poikiloderma of Weary
6117,"hereditary acrokeratotic poikiloderma, Weary type"
6118,hereditary amyloidosis
6119,hereditary angioedema
6120,Hereditary Angioedema Prevention
6121,hereditary angioedema type 2
6122,hereditary angioedema type 3
6123,Hereditary Angioedema Type I
6124,Hereditary Angioedema Type III
6125,Hereditary Angioedema Types I and II
6126,hereditary angioedema with C1Inh deficiency
6127,Hereditary angioedema with normal C1 esterase inhibitor activity
6128,Hereditary Antithrombin Deficiency
6129,hereditary arterial and articular multiple calcification syndrome
6130,hereditary ataxia
6131,Hereditary Autoinflammatory Diseases
6132,Hereditary Autosomal Dominant Spastic Paraplegia
6133,Hereditary beta-2-microglobulin-related Amyloidosis
6134,hereditary breast carcinoma
6135,hereditary breast ovarian cancer syndrome
6136,Hereditary bundle branch system defect
6137,Hereditary C1 esterase inhibitor deficiency - deficient factor
6138,Hereditary C1 esterase inhibitor deficiency - dysfunctional factor
6139,"Hereditary Cerebral Amyloid Angiopathy, Icelandic Type"
6140,Hereditary Chorea
6141,hereditary chronic pancreatitis
6142,hereditary clear cell renal cell carcinoma
6143,Hereditary clubbing
6144,Hereditary combined deficiency of vitamin K-dependent clotting factors
6145,hereditary continuous muscle fiber activity
6146,hereditary coproporphyria
6147,Hereditary corneal dystrophy
6148,hereditary cryohydrocytosis with reduced stomatin
6149,hereditary diffuse gastric adenocarcinoma
6150,Hereditary diffuse gastric cancer
6151,hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia
6152,hereditary elliptocytosis
6153,hereditary episodic ataxia
6154,Hereditary factor II deficiency disease
6155,Hereditary Factor XIII Deficiency
6156,Hereditary fibrinogen A alpha-chain Amyloidosis
6157,hereditary folate malabsorption
6158,hereditary fructose intolerance
6159,hereditary gingival fibromatosis
6160,hereditary hemochromatosis
6161,hereditary hemorrhagic telangiectasia
6162,HEREDITARY HEMORRHAGIC TELANGIECTASIA-RELATED PULMONARY ARTERIAL HYPERTENSION
6163,hereditary hyperbilirubinemia
6164,hereditary hypercarotenemia and vitamin A deficiency
6165,hereditary hyperekplexia
6166,Hereditary Hyperexplexia
6167,hereditary hyperferritinemia with congenital cataracts
6168,hereditary hypophosphatemic rickets with hypercalciuria
6169,hereditary hypotrichosis with recurrent skin vesicles
6170,hereditary leiomyomatosis and renal cell cancer
6171,Hereditary liability to pressure palsies
6172,hereditary lymphedema
6173,hereditary lymphedema I
6174,Hereditary lysozyme Amyloidosis
6175,Hereditary macular coloboma
6176,Hereditary Melanoma
6177,hereditary methemoglobinemia
6178,Hereditary Motor and Sensory Neuropathies
6179,hereditary motor and sensory neuropathy type 6
6180,Hereditary Motor and Sensory Neuropathy Type I
6181,Hereditary Motor And Sensory Neuropathy VI
6182,"hereditary motor and sensory neuropathy, Okinawa type"
6183,"Hereditary Motor And Sensory Neuropathy, Type IIC"
6184,"HEREDITARY MOTOR AND SENSORY NEUROPATHY, TYPE IIC (disorder)"
6185,Hereditary Motor and Sensory-Neuropathy Type II
6186,Hereditary Motor Neuronopathy
6187,hereditary mucosal leukokeratosis
6188,Hereditary Multiple Exostoses
6189,hereditary multiple osteochondromas
6190,hereditary myopathy with lactic acidosis due to ISCU deficiency
6191,hereditary nephritis
6192,hereditary neuropathy with liability to pressure palsies
6193,hereditary neutrophilia
6194,hereditary night blindness
6195,Hereditary Non-Polyposis Colon Cancer Type 2
6196,Hereditary non-polyposis colorectal cancer syndrome
6197,Hereditary Nonpolyposis Colorectal Cancer
6198,Hereditary Nonpolyposis Colorectal Neoplasms
6199,hereditary North American Indian childhood cirrhosis
6200,Hereditary Opalescent Dentin (disorder)
6201,hereditary optic atrophy
6202,Hereditary orotic aciduria
6203,"Hereditary orotic aciduria, type 1"
6204,Hereditary pancreatitis
6205,hereditary papillary renal cell carcinoma
6206,hereditary pediatric Behçet-like disease
6207,hereditary periodic fever syndrome
6208,hereditary persistence of alpha-fetoprotein
6209,hereditary persistence of fetal hemoglobin
6210,hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome
6211,hereditary progressive chorea without dementia
6212,hereditary pulmonary alveolar proteinosis
6213,Hereditary pyropoikilocytosis
6214,Hereditary renal agenesis
6215,hereditary renal hypouricemia
6216,hereditary retinoblastoma
6217,hereditary sclerosing poikiloderma with tendon and pulmonary involvement
6218,hereditary sensory and autonomic neuropathy
6219,hereditary sensory and autonomic neuropathy type 1
6220,hereditary sensory and autonomic neuropathy type 2
6221,hereditary sensory and autonomic neuropathy type 4
6222,hereditary sensory and autonomic neuropathy type 5
6223,hereditary sensory and autonomic neuropathy type 6
6224,hereditary sensory and autonomic neuropathy type 7
6225,hereditary sensory and autonomic neuropathy with spastic paraplegia
6226,"Hereditary Sensory Autonomic Neuropathy, Type 1"
6227,"Hereditary Sensory Autonomic Neuropathy, Type 2"
6228,"Hereditary Sensory Autonomic Neuropathy, Type 5"
6229,hereditary sensory neuropathy-deafness-dementia syndrome
6230,Hereditary Sensory Radicular Neuropathy
6231,hereditary spastic paraplegia
6232,hereditary spastic paraplegia 10
6233,hereditary spastic paraplegia 11
6234,hereditary spastic paraplegia 12
6235,hereditary spastic paraplegia 13
6236,hereditary spastic paraplegia 15
6237,hereditary spastic paraplegia 17
6238,hereditary spastic paraplegia 18
6239,hereditary spastic paraplegia 2
6240,hereditary spastic paraplegia 23
6241,hereditary spastic paraplegia 26
6242,hereditary spastic paraplegia 28
6243,hereditary spastic paraplegia 30
6244,hereditary spastic paraplegia 31
6245,hereditary spastic paraplegia 33
6246,hereditary spastic paraplegia 35
6247,hereditary spastic paraplegia 39
6248,hereditary spastic paraplegia 3A
